Canadian CMA,Country,Continent,Gender,Population,Latitude,Longitude
Moncton,Iraq,Asia,Women+,20,46.090946,-64.790497
Moncton,Israel,Asia,Women+,15,46.090946,-64.790497
Moncton,Jordan,Asia,Women+,40,46.090946,-64.790497
Moncton,Kuwait,Asia,Women+,20,46.090946,-64.790497
Moncton,Lebanon,Asia,Women+,15,46.090946,-64.790497
Moncton,Saudi Arabia,Asia,Women+,15,46.090946,-64.790497
Moncton,Syria,Asia,Women+,165,46.090946,-64.790497
Moncton,United Arab Emirates,Asia,Women+,45,46.090946,-64.790497
Moncton,China,Asia,Women+,130,46.090946,-64.790497
Moncton,"Korea, South",Asia,Women+,75,46.090946,-64.790497
Moncton,Indonesia,Asia,Women+,10,46.090946,-64.790497
Moncton,Philippines,Asia,Women+,390,46.090946,-64.790497
Moncton,Viet Nam,Asia,Women+,95,46.090946,-64.790497
Moncton,Bangladesh,Asia,Women+,30,46.090946,-64.790497
Moncton,India,Asia,Women+,260,46.090946,-64.790497
Moncton,Nepal,Asia,Women+,25,46.090946,-64.790497
Moncton,Pakistan,Asia,Women+,25,46.090946,-64.790497
Moncton,Sri Lanka,Asia,Women+,20,46.090946,-64.790497
Montreal,United States of America,North America,Men+,1880,45.508888,-73.561668
Montreal,Costa Rica,North America,Men+,45,45.508888,-73.561668
Montreal,El Salvador,North America,Men+,245,45.508888,-73.561668
Montreal,Guatemala,North America,Men+,175,45.508888,-73.561668
Montreal,Honduras,North America,Men+,130,45.508888,-73.561668
Montreal,Mexico,North America,Men+,985,45.508888,-73.561668
Montreal,Nicaragua,North America,Men+,20,45.508888,-73.561668
Montreal,Panama,North America,Men+,15,45.508888,-73.561668
Montreal,Bahamas,North America,Men+,30,45.508888,-73.561668
Montreal,Barbados,North America,Men+,20,45.508888,-73.561668
Montreal,Cuba,North America,Men+,535,45.508888,-73.561668
Montreal,Dominican Republic,North America,Men+,495,45.508888,-73.561668
Montreal,Grenada,North America,Men+,20,45.508888,-73.561668
Montreal,Guadeloupe,North America,Men+,30,45.508888,-73.561668
Montreal,Haiti,North America,Men+,3780,45.508888,-73.561668
Montreal,Jamaica,North America,Men+,115,45.508888,-73.561668
Montreal,Martinique,North America,Men+,60,45.508888,-73.561668
Montreal,Puerto Rico,North America,Men+,10,45.508888,-73.561668
Montreal,Saint Lucia,North America,Men+,40,45.508888,-73.561668
Montreal,Saint Vincent and the Grenadines,North America,Men+,95,45.508888,-73.561668
Montreal,Trinidad and Tobago,North America,Men+,20,45.508888,-73.561668
Montreal,Argentina,South America,Men+,75,45.508888,-73.561668
Montreal,Bolivia,South America,Men+,15,45.508888,-73.561668
Montreal,Brazil,South America,Men+,840,45.508888,-73.561668
Montreal,Chile,South America,Men+,130,45.508888,-73.561668
Montreal,Colombia,South America,Men+,1315,45.508888,-73.561668
Montreal,Ecuador,South America,Men+,55,45.508888,-73.561668
Montreal,Guyana,South America,Men+,30,45.508888,-73.561668
Montreal,Peru,South America,Men+,285,45.508888,-73.561668
Montreal,Uruguay,South America,Men+,10,45.508888,-73.561668
Montreal,Venezuela,South America,Men+,585,45.508888,-73.561668
Montreal,Austria,Europe,Men+,35,45.508888,-73.561668
Montreal,Belgium,Europe,Men+,290,45.508888,-73.561668
Montreal,France,Europe,Men+,8210,45.508888,-73.561668
Montreal,Germany,Europe,Men+,225,45.508888,-73.561668
Montreal,Netherlands,Europe,Men+,70,45.508888,-73.561668
Montreal,Switzerland,Europe,Men+,140,45.508888,-73.561668
Montreal,Belarus,Europe,Men+,145,45.508888,-73.561668
Montreal,Bulgaria,Europe,Men+,130,45.508888,-73.561668
Montreal,Hungary,Europe,Men+,70,45.508888,-73.561668
Montreal,Latvia,Europe,Men+,30,45.508888,-73.561668
Montreal,Lithuania,Europe,Men+,10,45.508888,-73.561668
Montreal,Moldova,Europe,Men+,690,45.508888,-73.561668
Montreal,Poland,Europe,Men+,35,45.508888,-73.561668
Montreal,Romania,Europe,Men+,405,45.508888,-73.561668
Montreal,Russian Federation,Europe,Men+,445,45.508888,-73.561668
Montreal,Slovakia,Europe,Men+,15,45.508888,-73.561668
Montreal,Ukraine,Europe,Men+,595,45.508888,-73.561668
Montreal,Denmark,Europe,Men+,25,45.508888,-73.561668
Montreal,Finland,Europe,Men+,15,45.508888,-73.561668
Montreal,Ireland,Europe,Men+,70,45.508888,-73.561668
Montreal,Sweden,Europe,Men+,45,45.508888,-73.561668
Montreal,United Kingdom,Europe,Men+,450,45.508888,-73.561668
Montreal,Albania,Europe,Men+,200,45.508888,-73.561668
Montreal,Bosnia and Herzegovina,Europe,Men+,15,45.508888,-73.561668
Montreal,Croatia,Europe,Men+,65,45.508888,-73.561668
Montreal,Greece,Europe,Men+,105,45.508888,-73.561668
Montreal,Italy,Europe,Men+,365,45.508888,-73.561668
Montreal,Kosovo,Europe,Men+,25,45.508888,-73.561668
Montreal,Montenegro,Europe,Men+,10,45.508888,-73.561668
Montreal,Portugal,Europe,Men+,95,45.508888,-73.561668
Montreal,Serbia,Europe,Men+,35,45.508888,-73.561668
Montreal,Spain,Europe,Men+,195,45.508888,-73.561668
Montreal,Benin,Africa,Men+,380,45.508888,-73.561668
Montreal,Burkina Faso,Africa,Men+,245,45.508888,-73.561668
Montreal,C̫te d'Ivoire,Africa,Men+,1560,45.508888,-73.561668
Montreal,Gambia,Africa,Men+,10,45.508888,-73.561668
Montreal,Ghana,Africa,Men+,145,45.508888,-73.561668
Montreal,Guinea,Africa,Men+,495,45.508888,-73.561668
Montreal,Guinea-Bissau,Africa,Men+,10,45.508888,-73.561668
Montreal,Mali,Africa,Men+,270,45.508888,-73.561668
Montreal,Mauritania,Africa,Men+,70,45.508888,-73.561668
Montreal,Niger,Africa,Men+,125,45.508888,-73.561668
Montreal,Nigeria,Africa,Men+,475,45.508888,-73.561668
Montreal,Senegal,Africa,Men+,725,45.508888,-73.561668
Montreal,Sierra Leone,Africa,Men+,10,45.508888,-73.561668
Montreal,Togo,Africa,Men+,490,45.508888,-73.561668
Montreal,Burundi,Africa,Men+,625,45.508888,-73.561668
Montreal,Comoros,Africa,Men+,10,45.508888,-73.561668
Montreal,Djibouti,Africa,Men+,90,45.508888,-73.561668
Montreal,Eritrea,Africa,Men+,160,45.508888,-73.561668
Montreal,Ethiopia,Africa,Men+,55,45.508888,-73.561668
Montreal,Kenya,Africa,Men+,30,45.508888,-73.561668
Montreal,Madagascar,Africa,Men+,190,45.508888,-73.561668
Montreal,Mauritius,Africa,Men+,410,45.508888,-73.561668
Montreal,R̩union,Africa,Men+,20,45.508888,-73.561668
Montreal,Rwanda,Africa,Men+,235,45.508888,-73.561668
Montreal,Somalia,Africa,Men+,25,45.508888,-73.561668
Montreal,Tanzania,Africa,Men+,10,45.508888,-73.561668
Montreal,Uganda,Africa,Men+,15,45.508888,-73.561668
Montreal,Zimbabwe,Africa,Men+,25,45.508888,-73.561668
Montreal,Algeria,Africa,Men+,6170,45.508888,-73.561668
Montreal,Egypt,Africa,Men+,1160,45.508888,-73.561668
Montreal,Libya,Africa,Men+,130,45.508888,-73.561668
Montreal,Morocco,Africa,Men+,3595,45.508888,-73.561668
Montreal,Sudan,Africa,Men+,50,45.508888,-73.561668
Montreal,Tunisia,Africa,Men+,2565,45.508888,-73.561668
Montreal,Angola,Africa,Men+,65,45.508888,-73.561668
Montreal,Cameroon,Africa,Men+,2845,45.508888,-73.561668
Montreal,Central African Republic,Africa,Men+,90,45.508888,-73.561668
Montreal,Chad,Africa,Men+,100,45.508888,-73.561668
Montreal,"Congo, Democratic Republic of the",Africa,Men+,1065,45.508888,-73.561668
Montreal,"Congo, Republic of the",Africa,Men+,205,45.508888,-73.561668
Montreal,Gabon,Africa,Men+,45,45.508888,-73.561668
Montreal,Namibia,Africa,Men+,20,45.508888,-73.561668
Montreal,"South Africa, Republic of",Africa,Men+,85,45.508888,-73.561668
Montreal,Afghanistan,Asia,Men+,845,45.508888,-73.561668
Montreal,Armenia,Asia,Men+,110,45.508888,-73.561668
Montreal,Azerbaijan,Asia,Men+,10,45.508888,-73.561668
Montreal,Bahrain,Asia,Men+,15,45.508888,-73.561668
Montreal,Cyprus,Asia,Men+,10,45.508888,-73.561668
Montreal,Iran,Asia,Men+,1790,45.508888,-73.561668
Montreal,Iraq,Asia,Men+,320,45.508888,-73.561668
Montreal,Israel,Asia,Men+,195,45.508888,-73.561668
Montreal,Jordan,Asia,Men+,245,45.508888,-73.561668
Montreal,Kazakhstan,Asia,Men+,85,45.508888,-73.561668
Montreal,Kuwait,Asia,Men+,140,45.508888,-73.561668
Montreal,Kyrgyzstan,Asia,Men+,85,45.508888,-73.561668
Montreal,Lebanon,Asia,Men+,1700,45.508888,-73.561668
Montreal,Oman,Asia,Men+,20,45.508888,-73.561668
Montreal,Qatar,Asia,Men+,85,45.508888,-73.561668
Montreal,Saudi Arabia,Asia,Men+,740,45.508888,-73.561668
Montreal,Syria,Asia,Men+,5985,45.508888,-73.561668
Montreal,Turkey,Asia,Men+,380,45.508888,-73.561668
Montreal,Turkmenistan,Asia,Men+,20,45.508888,-73.561668
Montreal,United Arab Emirates,Asia,Men+,470,45.508888,-73.561668
Montreal,Uzbekistan,Asia,Men+,45,45.508888,-73.561668
Montreal,West Bank and Gaza Strip,Asia,Men+,60,45.508888,-73.561668
Montreal,Yemen,Asia,Men+,95,45.508888,-73.561668
Montreal,China,Asia,Men+,4360,45.508888,-73.561668
Montreal,Hong Kong,Asia,Men+,60,45.508888,-73.561668
Montreal,Japan,Asia,Men+,60,45.508888,-73.561668
Montreal,"Korea, South",Asia,Men+,520,45.508888,-73.561668
Montreal,Mongolia,Asia,Men+,10,45.508888,-73.561668
Montreal,Taiwan,Asia,Men+,60,45.508888,-73.561668
Montreal,Cambodia,Asia,Men+,50,45.508888,-73.561668
Montreal,Indonesia,Asia,Men+,70,45.508888,-73.561668
Montreal,Malaysia,Asia,Men+,35,45.508888,-73.561668
Montreal,Philippines,Asia,Men+,3060,45.508888,-73.561668
Montreal,Singapore,Asia,Men+,50,45.508888,-73.561668
Montreal,Thailand,Asia,Men+,40,45.508888,-73.561668
Montreal,Viet Nam,Asia,Men+,565,45.508888,-73.561668
Montreal,Bangladesh,Asia,Men+,530,45.508888,-73.561668
Montreal,India,Asia,Men+,4225,45.508888,-73.561668
Montreal,Nepal,Asia,Men+,120,45.508888,-73.561668
Montreal,Pakistan,Asia,Men+,965,45.508888,-73.561668
Montreal,Sri Lanka,Asia,Men+,310,45.508888,-73.561668
Montreal,United States of America,North America,Women+,1675,45.508888,-73.561668
Montreal,Costa Rica,North America,Women+,25,45.508888,-73.561668
Montreal,El Salvador,North America,Women+,295,45.508888,-73.561668
Montreal,Guatemala,North America,Women+,135,45.508888,-73.561668
Montreal,Honduras,North America,Women+,130,45.508888,-73.561668
Montreal,Mexico,North America,Women+,1030,45.508888,-73.561668
Montreal,Nicaragua,North America,Women+,10,45.508888,-73.561668
Montreal,Panama,North America,Women+,15,45.508888,-73.561668
Montreal,Bahamas,North America,Women+,15,45.508888,-73.561668
Montreal,Barbados,North America,Women+,25,45.508888,-73.561668
Montreal,Cuba,North America,Women+,500,45.508888,-73.561668
Montreal,Dominican Republic,North America,Women+,475,45.508888,-73.561668
Montreal,Guadeloupe,North America,Women+,55,45.508888,-73.561668
Montreal,Haiti,North America,Women+,3960,45.508888,-73.561668
Montreal,Jamaica,North America,Women+,75,45.508888,-73.561668
Montreal,Martinique,North America,Women+,60,45.508888,-73.561668
Montreal,Saint Lucia,North America,Women+,50,45.508888,-73.561668
Montreal,Saint Vincent and the Grenadines,North America,Women+,230,45.508888,-73.561668
Montreal,Trinidad and Tobago,North America,Women+,15,45.508888,-73.561668
Montreal,Turks and Caicos Islands,North America,Women+,10,45.508888,-73.561668
Montreal,Argentina,South America,Women+,80,45.508888,-73.561668
Montreal,Bolivia,South America,Women+,15,45.508888,-73.561668
Montreal,Brazil,South America,Women+,1035,45.508888,-73.561668
Montreal,Chile,South America,Women+,135,45.508888,-73.561668
Montreal,Colombia,South America,Women+,1565,45.508888,-73.561668
Montreal,Ecuador,South America,Women+,60,45.508888,-73.561668
Montreal,French Guiana,South America,Women+,10,45.508888,-73.561668
Montreal,Guyana,South America,Women+,20,45.508888,-73.561668
Montreal,Peru,South America,Women+,330,45.508888,-73.561668
Montreal,Uruguay,South America,Women+,10,45.508888,-73.561668
Montreal,Venezuela,South America,Women+,905,45.508888,-73.561668
Montreal,Austria,Europe,Women+,15,45.508888,-73.561668
Montreal,Belgium,Europe,Women+,280,45.508888,-73.561668
Montreal,France,Europe,Women+,7085,45.508888,-73.561668
Montreal,Germany,Europe,Women+,190,45.508888,-73.561668
Montreal,Luxembourg,Europe,Women+,10,45.508888,-73.561668
Montreal,Netherlands,Europe,Women+,25,45.508888,-73.561668
Montreal,Switzerland,Europe,Women+,90,45.508888,-73.561668
Montreal,Belarus,Europe,Women+,160,45.508888,-73.561668
Montreal,Bulgaria,Europe,Women+,160,45.508888,-73.561668
Montreal,Czechia,Europe,Women+,20,45.508888,-73.561668
Montreal,Hungary,Europe,Women+,60,45.508888,-73.561668
Montreal,Latvia,Europe,Women+,10,45.508888,-73.561668
Montreal,Lithuania,Europe,Women+,20,45.508888,-73.561668
Montreal,Moldova,Europe,Women+,800,45.508888,-73.561668
Montreal,Poland,Europe,Women+,110,45.508888,-73.561668
Montreal,Romania,Europe,Women+,530,45.508888,-73.561668
Montreal,Russian Federation,Europe,Women+,735,45.508888,-73.561668
Montreal,Slovakia,Europe,Women+,50,45.508888,-73.561668
Montreal,Ukraine,Europe,Women+,745,45.508888,-73.561668
Montreal,Denmark,Europe,Women+,35,45.508888,-73.561668
Montreal,Finland,Europe,Women+,15,45.508888,-73.561668
Montreal,Ireland,Europe,Women+,15,45.508888,-73.561668
Montreal,Norway,Europe,Women+,10,45.508888,-73.561668
Montreal,Sweden,Europe,Women+,15,45.508888,-73.561668
Montreal,United Kingdom,Europe,Women+,280,45.508888,-73.561668
Montreal,Albania,Europe,Women+,235,45.508888,-73.561668
Montreal,Croatia,Europe,Women+,55,45.508888,-73.561668
Montreal,Greece,Europe,Women+,155,45.508888,-73.561668
Montreal,Italy,Europe,Women+,245,45.508888,-73.561668
Montreal,Kosovo,Europe,Women+,15,45.508888,-73.561668
Montreal,Portugal,Europe,Women+,75,45.508888,-73.561668
Montreal,Serbia,Europe,Women+,45,45.508888,-73.561668
Montreal,Slovenia,Europe,Women+,15,45.508888,-73.561668
Montreal,Spain,Europe,Women+,175,45.508888,-73.561668
Montreal,Benin,Africa,Women+,400,45.508888,-73.561668
Montreal,Burkina Faso,Africa,Women+,245,45.508888,-73.561668
Montreal,C̫te d'Ivoire,Africa,Women+,1640,45.508888,-73.561668
Montreal,Gambia,Africa,Women+,10,45.508888,-73.561668
Montreal,Ghana,Africa,Women+,75,45.508888,-73.561668
Montreal,Guinea,Africa,Women+,465,45.508888,-73.561668
Montreal,Liberia,Africa,Women+,10,45.508888,-73.561668
Montreal,Mali,Africa,Women+,245,45.508888,-73.561668
Montreal,Mauritania,Africa,Women+,60,45.508888,-73.561668
Montreal,Niger,Africa,Women+,70,45.508888,-73.561668
Montreal,Nigeria,Africa,Women+,395,45.508888,-73.561668
Montreal,Senegal,Africa,Women+,765,45.508888,-73.561668
Montreal,Sierra Leone,Africa,Women+,15,45.508888,-73.561668
Montreal,Togo,Africa,Women+,490,45.508888,-73.561668
Montreal,Burundi,Africa,Women+,620,45.508888,-73.561668
Montreal,Djibouti,Africa,Women+,140,45.508888,-73.561668
Montreal,Eritrea,Africa,Women+,135,45.508888,-73.561668
Montreal,Ethiopia,Africa,Women+,60,45.508888,-73.561668
Montreal,Kenya,Africa,Women+,55,45.508888,-73.561668
Montreal,Madagascar,Africa,Women+,155,45.508888,-73.561668
Montreal,Mauritius,Africa,Women+,345,45.508888,-73.561668
Montreal,R̩union,Africa,Women+,15,45.508888,-73.561668
Montreal,Rwanda,Africa,Women+,250,45.508888,-73.561668
Montreal,Seychelles,Africa,Women+,10,45.508888,-73.561668
Montreal,Somalia,Africa,Women+,25,45.508888,-73.561668
Montreal,Tanzania,Africa,Women+,10,45.508888,-73.561668
Montreal,Uganda,Africa,Women+,55,45.508888,-73.561668
Montreal,Zimbabwe,Africa,Women+,15,45.508888,-73.561668
Montreal,Algeria,Africa,Women+,6670,45.508888,-73.561668
Montreal,Egypt,Africa,Women+,1050,45.508888,-73.561668
Montreal,Libya,Africa,Women+,110,45.508888,-73.561668
Montreal,Morocco,Africa,Women+,4165,45.508888,-73.561668
Montreal,Sudan,Africa,Women+,45,45.508888,-73.561668
Montreal,Tunisia,Africa,Women+,2490,45.508888,-73.561668
Montreal,Angola,Africa,Women+,80,45.508888,-73.561668
Montreal,Cameroon,Africa,Women+,3085,45.508888,-73.561668
Montreal,Central African Republic,Africa,Women+,90,45.508888,-73.561668
Montreal,Chad,Africa,Women+,55,45.508888,-73.561668
Montreal,"Congo, Democratic Republic of the",Africa,Women+,1250,45.508888,-73.561668
Montreal,"Congo, Republic of the",Africa,Women+,210,45.508888,-73.561668
Montreal,Gabon,Africa,Women+,120,45.508888,-73.561668
Montreal,Botswana,Africa,Women+,10,45.508888,-73.561668
Montreal,"South Africa, Republic of",Africa,Women+,60,45.508888,-73.561668
Montreal,Afghanistan,Asia,Women+,835,45.508888,-73.561668
Montreal,Armenia,Asia,Women+,155,45.508888,-73.561668
Montreal,Bahrain,Asia,Women+,10,45.508888,-73.561668
Montreal,Georgia,Asia,Women+,25,45.508888,-73.561668
Montreal,Iran,Asia,Women+,2120,45.508888,-73.561668
Montreal,Iraq,Asia,Women+,230,45.508888,-73.561668
Montreal,Israel,Asia,Women+,185,45.508888,-73.561668
Montreal,Jordan,Asia,Women+,235,45.508888,-73.561668
Montreal,Kazakhstan,Asia,Women+,110,45.508888,-73.561668
Montreal,Kuwait,Asia,Women+,160,45.508888,-73.561668
Montreal,Kyrgyzstan,Asia,Women+,105,45.508888,-73.561668
Montreal,Lebanon,Asia,Women+,1460,45.508888,-73.561668
Montreal,Qatar,Asia,Women+,85,45.508888,-73.561668
Montreal,Saudi Arabia,Asia,Women+,525,45.508888,-73.561668
Montreal,Syria,Asia,Women+,5610,45.508888,-73.561668
Montreal,Turkey,Asia,Women+,300,45.508888,-73.561668
Montreal,United Arab Emirates,Asia,Women+,435,45.508888,-73.561668
Montreal,Uzbekistan,Asia,Women+,105,45.508888,-73.561668
Montreal,West Bank and Gaza Strip,Asia,Women+,45,45.508888,-73.561668
Montreal,Yemen,Asia,Women+,80,45.508888,-73.561668
Montreal,China,Asia,Women+,5635,45.508888,-73.561668
Montreal,Hong Kong,Asia,Women+,70,45.508888,-73.561668
Montreal,Japan,Asia,Women+,205,45.508888,-73.561668
Montreal,"Korea, South",Asia,Women+,690,45.508888,-73.561668
Montreal,Mongolia,Asia,Women+,15,45.508888,-73.561668
Montreal,Taiwan,Asia,Women+,145,45.508888,-73.561668
Montreal,Cambodia,Asia,Women+,195,45.508888,-73.561668
Montreal,Indonesia,Asia,Women+,100,45.508888,-73.561668
Montreal,Malaysia,Asia,Women+,35,45.508888,-73.561668
Montreal,Philippines,Asia,Women+,4220,45.508888,-73.561668
Montreal,Singapore,Asia,Women+,40,45.508888,-73.561668
Montreal,Thailand,Asia,Women+,150,45.508888,-73.561668
Montreal,Viet Nam,Asia,Women+,865,45.508888,-73.561668
Montreal,Bangladesh,Asia,Women+,600,45.508888,-73.561668
Montreal,India,Asia,Women+,3840,45.508888,-73.561668
Montreal,Nepal,Asia,Women+,80,45.508888,-73.561668
Montreal,Pakistan,Asia,Women+,855,45.508888,-73.561668
Montreal,Sri Lanka,Asia,Women+,385,45.508888,-73.561668
Montreal,United States of America,North America,Men+,1710,45.508888,-73.561668
Montreal,Costa Rica,North America,Men+,45,45.508888,-73.561668
Montreal,El Salvador,North America,Men+,240,45.508888,-73.561668
Montreal,Guatemala,North America,Men+,150,45.508888,-73.561668
Montreal,Honduras,North America,Men+,120,45.508888,-73.561668
Montreal,Mexico,North America,Men+,935,45.508888,-73.561668
Montreal,Nicaragua,North America,Men+,20,45.508888,-73.561668
Montreal,Panama,North America,Men+,15,45.508888,-73.561668
Montreal,Bahamas,North America,Men+,20,45.508888,-73.561668
Montreal,Barbados,North America,Men+,20,45.508888,-73.561668
Montreal,Cuba,North America,Men+,475,45.508888,-73.561668
Montreal,Dominican Republic,North America,Men+,430,45.508888,-73.561668
Montreal,Grenada,North America,Men+,20,45.508888,-73.561668
Montreal,Guadeloupe,North America,Men+,25,45.508888,-73.561668
Montreal,Haiti,North America,Men+,3415,45.508888,-73.561668
Montreal,Jamaica,North America,Men+,105,45.508888,-73.561668
Montreal,Martinique,North America,Men+,60,45.508888,-73.561668
Montreal,Puerto Rico,North America,Men+,10,45.508888,-73.561668
Montreal,Saint Lucia,North America,Men+,35,45.508888,-73.561668
Montreal,Saint Vincent and the Grenadines,North America,Men+,90,45.508888,-73.561668
Montreal,Trinidad and Tobago,North America,Men+,20,45.508888,-73.561668
Montreal,Argentina,South America,Men+,70,45.508888,-73.561668
Montreal,Brazil,South America,Men+,785,45.508888,-73.561668
Montreal,Chile,South America,Men+,120,45.508888,-73.561668
Montreal,Colombia,South America,Men+,1195,45.508888,-73.561668
Montreal,Ecuador,South America,Men+,50,45.508888,-73.561668
Montreal,Guyana,South America,Men+,25,45.508888,-73.561668
Montreal,Peru,South America,Men+,250,45.508888,-73.561668
Montreal,Uruguay,South America,Men+,10,45.508888,-73.561668
Montreal,Venezuela,South America,Men+,525,45.508888,-73.561668
Montreal,Austria,Europe,Men+,35,45.508888,-73.561668
Montreal,Belgium,Europe,Men+,265,45.508888,-73.561668
Montreal,France,Europe,Men+,7380,45.508888,-73.561668
Montreal,Germany,Europe,Men+,220,45.508888,-73.561668
Montreal,Netherlands,Europe,Men+,70,45.508888,-73.561668
Montreal,Switzerland,Europe,Men+,120,45.508888,-73.561668
Montreal,Belarus,Europe,Men+,145,45.508888,-73.561668
Montreal,Bulgaria,Europe,Men+,125,45.508888,-73.561668
Montreal,Hungary,Europe,Men+,65,45.508888,-73.561668
Montreal,Latvia,Europe,Men+,20,45.508888,-73.561668
Montreal,Lithuania,Europe,Men+,10,45.508888,-73.561668
Montreal,Moldova,Europe,Men+,630,45.508888,-73.561668
Montreal,Poland,Europe,Men+,35,45.508888,-73.561668
Montreal,Romania,Europe,Men+,325,45.508888,-73.561668
Montreal,Russian Federation,Europe,Men+,415,45.508888,-73.561668
Montreal,Ukraine,Europe,Men+,565,45.508888,-73.561668
Montreal,Denmark,Europe,Men+,25,45.508888,-73.561668
Montreal,Ireland,Europe,Men+,70,45.508888,-73.561668
Montreal,Sweden,Europe,Men+,45,45.508888,-73.561668
Montreal,United Kingdom,Europe,Men+,425,45.508888,-73.561668
Montreal,Albania,Europe,Men+,190,45.508888,-73.561668
Montreal,Bosnia and Herzegovina,Europe,Men+,15,45.508888,-73.561668
Montreal,Croatia,Europe,Men+,50,45.508888,-73.561668
Montreal,Greece,Europe,Men+,90,45.508888,-73.561668
Montreal,Italy,Europe,Men+,325,45.508888,-73.561668
Montreal,Kosovo,Europe,Men+,25,45.508888,-73.561668
Montreal,Montenegro,Europe,Men+,10,45.508888,-73.561668
Montreal,Portugal,Europe,Men+,95,45.508888,-73.561668
Montreal,Serbia,Europe,Men+,35,45.508888,-73.561668
Montreal,Spain,Europe,Men+,175,45.508888,-73.561668
Montreal,Benin,Africa,Men+,320,45.508888,-73.561668
Montreal,Burkina Faso,Africa,Men+,200,45.508888,-73.561668
Montreal,C̫te d'Ivoire,Africa,Men+,1410,45.508888,-73.561668
Montreal,Gambia,Africa,Men+,10,45.508888,-73.561668
Montreal,Ghana,Africa,Men+,145,45.508888,-73.561668
Montreal,Guinea,Africa,Men+,445,45.508888,-73.561668
Montreal,Guinea-Bissau,Africa,Men+,10,45.508888,-73.561668
Montreal,Mali,Africa,Men+,250,45.508888,-73.561668
Montreal,Mauritania,Africa,Men+,70,45.508888,-73.561668
Montreal,Niger,Africa,Men+,100,45.508888,-73.561668
Montreal,Nigeria,Africa,Men+,460,45.508888,-73.561668
Montreal,Senegal,Africa,Men+,660,45.508888,-73.561668
Montreal,Sierra Leone,Africa,Men+,10,45.508888,-73.561668
Montreal,Togo,Africa,Men+,445,45.508888,-73.561668
Montreal,Burundi,Africa,Men+,605,45.508888,-73.561668
Montreal,Comoros,Africa,Men+,10,45.508888,-73.561668
Montreal,Djibouti,Africa,Men+,90,45.508888,-73.561668
Montreal,Eritrea,Africa,Men+,140,45.508888,-73.561668
Montreal,Ethiopia,Africa,Men+,50,45.508888,-73.561668
Montreal,Kenya,Africa,Men+,25,45.508888,-73.561668
Montreal,Madagascar,Africa,Men+,170,45.508888,-73.561668
Montreal,Mauritius,Africa,Men+,390,45.508888,-73.561668
Montreal,R̩union,Africa,Men+,20,45.508888,-73.561668
Montreal,Rwanda,Africa,Men+,235,45.508888,-73.561668
Montreal,Somalia,Africa,Men+,25,45.508888,-73.561668
Montreal,Tanzania,Africa,Men+,10,45.508888,-73.561668
Montreal,Uganda,Africa,Men+,15,45.508888,-73.561668
Montreal,Zimbabwe,Africa,Men+,25,45.508888,-73.561668
Montreal,Algeria,Africa,Men+,5765,45.508888,-73.561668
Montreal,Egypt,Africa,Men+,1015,45.508888,-73.561668
Montreal,Libya,Africa,Men+,125,45.508888,-73.561668
Montreal,Morocco,Africa,Men+,3340,45.508888,-73.561668
Montreal,Sudan,Africa,Men+,50,45.508888,-73.561668
Montreal,Tunisia,Africa,Men+,2405,45.508888,-73.561668
Montreal,Angola,Africa,Men+,65,45.508888,-73.561668
Montreal,Cameroon,Africa,Men+,2625,45.508888,-73.561668
Montreal,Central African Republic,Africa,Men+,80,45.508888,-73.561668
Montreal,Chad,Africa,Men+,90,45.508888,-73.561668
Montreal,"Congo, Democratic Republic of the",Africa,Men+,990,45.508888,-73.561668
Montreal,"Congo, Republic of the",Africa,Men+,170,45.508888,-73.561668
Montreal,Gabon,Africa,Men+,40,45.508888,-73.561668
Montreal,Namibia,Africa,Men+,20,45.508888,-73.561668
Montreal,"South Africa, Republic of",Africa,Men+,85,45.508888,-73.561668
Montreal,Afghanistan,Asia,Men+,775,45.508888,-73.561668
Montreal,Armenia,Asia,Men+,110,45.508888,-73.561668
Montreal,Azerbaijan,Asia,Men+,10,45.508888,-73.561668
Montreal,Bahrain,Asia,Men+,15,45.508888,-73.561668
Montreal,Cyprus,Asia,Men+,10,45.508888,-73.561668
Montreal,Iran,Asia,Men+,1580,45.508888,-73.561668
Montreal,Iraq,Asia,Men+,310,45.508888,-73.561668
Montreal,Israel,Asia,Men+,185,45.508888,-73.561668
Montreal,Jordan,Asia,Men+,220,45.508888,-73.561668
Montreal,Kazakhstan,Asia,Men+,70,45.508888,-73.561668
Montreal,Kuwait,Asia,Men+,125,45.508888,-73.561668
Montreal,Kyrgyzstan,Asia,Men+,65,45.508888,-73.561668
Montreal,Lebanon,Asia,Men+,1415,45.508888,-73.561668
Montreal,Oman,Asia,Men+,20,45.508888,-73.561668
Montreal,Qatar,Asia,Men+,70,45.508888,-73.561668
Montreal,Saudi Arabia,Asia,Men+,690,45.508888,-73.561668
Montreal,Syria,Asia,Men+,5035,45.508888,-73.561668
Montreal,Turkey,Asia,Men+,345,45.508888,-73.561668
Montreal,Turkmenistan,Asia,Men+,20,45.508888,-73.561668
Montreal,United Arab Emirates,Asia,Men+,460,45.508888,-73.561668
Montreal,Uzbekistan,Asia,Men+,45,45.508888,-73.561668
Montreal,West Bank and Gaza Strip,Asia,Men+,50,45.508888,-73.561668
Montreal,Yemen,Asia,Men+,95,45.508888,-73.561668
Montreal,China,Asia,Men+,4220,45.508888,-73.561668
