"REF_DATE","GEO","DGUID","Number of residential properties owned","Immigration status","Other immigration characteristics","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Provincial and territorial nominee","Median age of property owners","Years","308","units","0","v1264887668","64.2.2.11.10","41","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Quebec investor","Number of property owners","Number","223","units","0","v1340312500","64.2.2.12.11","10410","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Quebec investor","Median of total assessment value","Dollars","81","units","0","v1264861126","64.2.2.12.6","1470000","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Quebec investor","Median family total income","Dollars","81","units","0","v1264874398","64.2.2.12.8","50000","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Quebec investor","Median age of property owners","Years","308","units","0","v1264887670","64.2.2.12.10","52","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Quebec skilled worker","Number of property owners","Number","223","units","0","v1340312501","64.2.2.13.11","3395","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Quebec skilled worker","Median of total assessment value","Dollars","81","units","0","v1264861128","64.2.2.13.6","680000","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Quebec skilled worker","Median family total income","Dollars","81","units","0","v1264874400","64.2.2.13.8","110000","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Quebec skilled worker","Median age of property owners","Years","308","units","0","v1264887672","64.2.2.13.10","43","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Other economic admission category","Number of property owners","Number","223","units","0","v1340312502","64.2.2.14.11","12700","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Other economic admission category","Median of total assessment value","Dollars","81","units","0","v1264861130","64.2.2.14.6","721000","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Other economic admission category","Median family total income","Dollars","81","units","0","v1264874402","64.2.2.14.8","95000","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Other economic admission category","Median age of property owners","Years","308","units","0","v1264887674","64.2.2.14.10","41","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Sponsored child","Number of property owners","Number","223","units","0","v1340312503","64.2.2.15.11","4745","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Sponsored child","Median of total assessment value","Dollars","81","units","0","v1264861132","64.2.2.15.6","791000","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Sponsored child","Median family total income","Dollars","81","units","0","v1264874404","64.2.2.15.8","100000","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Sponsored child","Median age of property owners","Years","308","units","0","v1264887676","64.2.2.15.10","47","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Sponsored parent or grandparent","Number of property owners","Number","223","units","0","v1340312504","64.2.2.16.11","34710","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Sponsored parent or grandparent","Median of total assessment value","Dollars","81","units","0","v1264861134","64.2.2.16.6","882000","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Sponsored parent or grandparent","Median family total income","Dollars","81","units","0","v1264874406","64.2.2.16.8","60000","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Sponsored parent or grandparent","Median age of property owners","Years","308","units","0","v1264887678","64.2.2.16.10","58","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Sponsored spouse or partner","Number of property owners","Number","223","units","0","v1340312505","64.2.2.17.11","83320","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Sponsored spouse or partner","Median of total assessment value","Dollars","81","units","0","v1264861136","64.2.2.17.6","807000","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Sponsored spouse or partner","Median family total income","Dollars","81","units","0","v1264874408","64.2.2.17.8","95000","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Sponsored spouse or partner","Median age of property owners","Years","308","units","0","v1264887680","64.2.2.17.10","48","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Other family sponsorship admission category","Number of property owners","Number","223","units","0","v1340312506","64.2.2.18.11","2180","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Other family sponsorship admission category","Median of total assessment value","Dollars","81","units","0","v1264861138","64.2.2.18.6","712000","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Other family sponsorship admission category","Median family total income","Dollars","81","units","0","v1264874410","64.2.2.18.8","95000","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Other family sponsorship admission category","Median age of property owners","Years","308","units","0","v1264887682","64.2.2.18.10","41","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Government-assisted refugee","Number of property owners","Number","223","units","0","v1340312507","64.2.2.19.11","11290","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Government-assisted refugee","Median of total assessment value","Dollars","81","units","0","v1264861140","64.2.2.19.6","756000","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Government-assisted refugee","Median family total income","Dollars","81","units","0","v1264874412","64.2.2.19.8","90000","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Government-assisted refugee","Median age of property owners","Years","308","units","0","v1264887684","64.2.2.19.10","55","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Privately sponsored refugee","Number of property owners","Number","223","units","0","v1340312508","64.2.2.20.11","8245","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Privately sponsored refugee","Median of total assessment value","Dollars","81","units","0","v1264861142","64.2.2.20.6","804000","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Privately sponsored refugee","Median family total income","Dollars","81","units","0","v1264874414","64.2.2.20.8","90000","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Privately sponsored refugee","Median age of property owners","Years","308","units","0","v1264887686","64.2.2.20.10","55","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Protected refugee in Canada","Number of property owners","Number","223","units","0","v1340312509","64.2.2.21.11","4505","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Protected refugee in Canada","Median of total assessment value","Dollars","81","units","0","v1264861144","64.2.2.21.6","766000","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Protected refugee in Canada","Median family total income","Dollars","81","units","0","v1264874416","64.2.2.21.8","80000","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Protected refugee in Canada","Median age of property owners","Years","308","units","0","v1264887688","64.2.2.21.10","51","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Other refugee admission category","Number of property owners","Number","223","units","0","v1340312510","64.2.2.22.11","1245","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Other refugee admission category","Median of total assessment value","Dollars","81","units","0","v1264861146","64.2.2.22.6","830000","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Other refugee admission category","Median family total income","Dollars","81","units","0","v1264874418","64.2.2.22.8","85000","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Other refugee admission category","Median age of property owners","Years","308","units","0","v1264887690","64.2.2.22.10","42","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Other admission category","Number of property owners","Number","223","units","0","v1340312511","64.2.2.23.11","5845","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Other admission category","Median of total assessment value","Dollars","81","units","0","v1264861148","64.2.2.23.6","995000","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Other admission category","Median family total income","Dollars","81","units","0","v1264874420","64.2.2.23.8","55000","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Other admission category","Median age of property owners","Years","308","units","0","v1264887692","64.2.2.23.10","60","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Immigrant landed in Canada prior to 1980","Number of property owners","Number","223","units","0","v1340312512","64.2.2.24.11","116895","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Immigrant landed in Canada prior to 1980","Median of total assessment value","Dollars","81","units","0","v1264861150","64.2.2.24.6","768000","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Immigrant landed in Canada prior to 1980","Median family total income","Dollars","81","units","0","v1264874422","64.2.2.24.8","75000","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Immigrant landed in Canada prior to 1980","Median age of property owners","Years","308","units","0","v1264887694","64.2.2.24.10","70","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Unspecified admission category","Number of property owners","Number","223","units","0","v1340312494","64.2.2.25.11","0","","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Unspecified admission category","Median of total assessment value","Dollars","81","units","0","v1264861114","64.2.2.25.6","","..","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Unspecified admission category","Median family total income","Dollars","81","units","0","v1264874386","64.2.2.25.8","","..","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Unspecified admission category","Median age of property owners","Years","308","units","0","v1264887658","64.2.2.25.10","","..","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","America","Number of property owners","Number","223","units","0","v1340312515","64.2.2.28.11","34270","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","America","Median of total assessment value","Dollars","81","units","0","v1264861156","64.2.2.28.6","658000","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","America","Median family total income","Dollars","81","units","0","v1264874428","64.2.2.28.8","110000","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","America","Median age of property owners","Years","308","units","0","v1264887700","64.2.2.28.10","56","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Europe","Number of property owners","Number","223","units","0","v1340312516","64.2.2.29.11","91680","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Europe","Median of total assessment value","Dollars","81","units","0","v1264861158","64.2.2.29.6","684000","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Europe","Median family total income","Dollars","81","units","0","v1264874430","64.2.2.29.8","100000","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Europe","Median age of property owners","Years","308","units","0","v1264887702","64.2.2.29.10","59","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Africa","Number of property owners","Number","223","units","0","v1340312517","64.2.2.30.11","15435","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Africa","Median of total assessment value","Dollars","81","units","0","v1264861160","64.2.2.30.6","778000","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Africa","Median family total income","Dollars","81","units","0","v1264874432","64.2.2.30.8","125000","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Africa","Median age of property owners","Years","308","units","0","v1264887704","64.2.2.30.10","56","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Asia","Number of property owners","Number","223","units","0","v1340312518","64.2.2.31.11","313150","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Asia","Median of total assessment value","Dollars","81","units","0","v1264861162","64.2.2.31.6","883000","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Asia","Median family total income","Dollars","81","units","0","v1264874434","64.2.2.31.8","85000","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Asia","Median age of property owners","Years","308","units","0","v1264887706","64.2.2.31.10","52","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Oceania","Number of property owners","Number","223","units","0","v1340312519","64.2.2.32.11","12325","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Oceania","Median of total assessment value","Dollars","81","units","0","v1264861164","64.2.2.32.6","854000","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Oceania","Median family total income","Dollars","81","units","0","v1264874436","64.2.2.32.8","105000","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Oceania","Median age of property owners","Years","308","units","0","v1264887708","64.2.2.32.10","55","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Other places of birth","Number of property owners","Number","223","units","0","v1340312520","64.2.2.33.11","32580","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Other places of birth","Median of total assessment value","Dollars","81","units","0","v1264861166","64.2.2.33.6","647000","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Other places of birth","Median family total income","Dollars","81","units","0","v1264874438","64.2.2.33.8","65000","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Other places of birth","Median age of property owners","Years","308","units","0","v1264887710","64.2.2.33.10","74","A","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Unspecified place of birth","Number of property owners","Number","223","units","0","v1340312514","64.2.2.34.11","0","","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Unspecified place of birth","Median of total assessment value","Dollars","81","units","0","v1264861154","64.2.2.34.6","","..","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Unspecified place of birth","Median family total income","Dollars","81","units","0","v1264874426","64.2.2.34.8","","..","","","0"
"2020","British Columbia","2016A000259","Single-property owner","Immigrant","Unspecified place of birth","Median age of property owners","Years","308","units","0","v1264887698","64.2.2.34.10","","..","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Total, all periods of immigration","Number of property owners","Number","223","units","0","v1340312568","64.3.2.1.11","102205","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Total, all periods of immigration","Median of total assessment value","Dollars","81","units","0","v1264861262","64.3.2.1.6","1900000","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Total, all periods of immigration","Median family total income","Dollars","81","units","0","v1264874534","64.3.2.1.8","115000","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Total, all periods of immigration","Median age of property owners","Years","308","units","0","v1264887806","64.3.2.1.10","55","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Federal entrepreneur","Number of property owners","Number","223","units","0","v1340312574","64.3.2.7.11","3565","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Federal entrepreneur","Median of total assessment value","Dollars","81","units","0","v1264861274","64.3.2.7.6","2210000","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Federal entrepreneur","Median family total income","Dollars","81","units","0","v1264874546","64.3.2.7.8","95000","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Federal entrepreneur","Median age of property owners","Years","308","units","0","v1264887818","64.3.2.7.10","56","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Federal investor","Number of property owners","Number","223","units","0","v1340312575","64.3.2.8.11","3405","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Federal investor","Median of total assessment value","Dollars","81","units","0","v1264861276","64.3.2.8.6","2810000","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Federal investor","Median family total income","Dollars","81","units","0","v1264874548","64.3.2.8.8","75000","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Federal investor","Median age of property owners","Years","308","units","0","v1264887820","64.3.2.8.10","52","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Federal skilled worker","Number of property owners","Number","223","units","0","v1340312576","64.3.2.9.11","27325","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Federal skilled worker","Median of total assessment value","Dollars","81","units","0","v1264861278","64.3.2.9.6","1830000","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Federal skilled worker","Median family total income","Dollars","81","units","0","v1264874550","64.3.2.9.8","130000","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Federal skilled worker","Median age of property owners","Years","308","units","0","v1264887822","64.3.2.9.10","53","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Caregiver","Number of property owners","Number","223","units","0","v1340312577","64.3.2.10.11","980","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Caregiver","Median of total assessment value","Dollars","81","units","0","v1264861280","64.3.2.10.6","1420000","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Caregiver","Median family total income","Dollars","81","units","0","v1264874552","64.3.2.10.8","115000","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Caregiver","Median age of property owners","Years","308","units","0","v1264887824","64.3.2.10.10","52","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Provincial and territorial nominee","Number of property owners","Number","223","units","0","v1340312578","64.3.2.11.11","3505","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Provincial and territorial nominee","Median of total assessment value","Dollars","81","units","0","v1264861282","64.3.2.11.6","1780000","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Provincial and territorial nominee","Median family total income","Dollars","81","units","0","v1264874554","64.3.2.11.8","110000","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Provincial and territorial nominee","Median age of property owners","Years","308","units","0","v1264887826","64.3.2.11.10","42","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Quebec investor","Number of property owners","Number","223","units","0","v1340312579","64.3.2.12.11","2620","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Quebec investor","Median of total assessment value","Dollars","81","units","0","v1264861284","64.3.2.12.6","3500000","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Quebec investor","Median family total income","Dollars","81","units","0","v1264874556","64.3.2.12.8","65000","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Quebec investor","Median age of property owners","Years","308","units","0","v1264887828","64.3.2.12.10","52","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Quebec skilled worker","Number of property owners","Number","223","units","0","v1340312580","64.3.2.13.11","530","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Quebec skilled worker","Median of total assessment value","Dollars","81","units","0","v1264861286","64.3.2.13.6","1630000","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Quebec skilled worker","Median family total income","Dollars","81","units","0","v1264874558","64.3.2.13.8","130000","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Quebec skilled worker","Median age of property owners","Years","308","units","0","v1264887830","64.3.2.13.10","45","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Other economic admission category","Number of property owners","Number","223","units","0","v1340312581","64.3.2.14.11","2110","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Other economic admission category","Median of total assessment value","Dollars","81","units","0","v1264861288","64.3.2.14.6","1740000","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Other economic admission category","Median family total income","Dollars","81","units","0","v1264874560","64.3.2.14.8","105000","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Other economic admission category","Median age of property owners","Years","308","units","0","v1264887832","64.3.2.14.10","45","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Sponsored child","Number of property owners","Number","223","units","0","v1340312582","64.3.2.15.11","1005","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Sponsored child","Median of total assessment value","Dollars","81","units","0","v1264861290","64.3.2.15.6","1910000","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Sponsored child","Median family total income","Dollars","81","units","0","v1264874562","64.3.2.15.8","125000","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Sponsored child","Median age of property owners","Years","308","units","0","v1264887834","64.3.2.15.10","48","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Sponsored parent or grandparent","Number of property owners","Number","223","units","0","v1340312583","64.3.2.16.11","7435","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Sponsored parent or grandparent","Median of total assessment value","Dollars","81","units","0","v1264861292","64.3.2.16.6","2000000","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Sponsored parent or grandparent","Median family total income","Dollars","81","units","0","v1264874564","64.3.2.16.8","100000","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Sponsored parent or grandparent","Median age of property owners","Years","308","units","0","v1264887836","64.3.2.16.10","52","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Sponsored spouse or partner","Number of property owners","Number","223","units","0","v1340312584","64.3.2.17.11","18070","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Sponsored spouse or partner","Median of total assessment value","Dollars","81","units","0","v1264861294","64.3.2.17.6","1880000","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Sponsored spouse or partner","Median family total income","Dollars","81","units","0","v1264874566","64.3.2.17.8","120000","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Sponsored spouse or partner","Median age of property owners","Years","308","units","0","v1264887838","64.3.2.17.10","50","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Other family sponsorship admission category","Number of property owners","Number","223","units","0","v1340312585","64.3.2.18.11","400","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Other family sponsorship admission category","Median of total assessment value","Dollars","81","units","0","v1264861296","64.3.2.18.6","1680000","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Other family sponsorship admission category","Median family total income","Dollars","81","units","0","v1264874568","64.3.2.18.8","110000","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Other family sponsorship admission category","Median age of property owners","Years","308","units","0","v1264887840","64.3.2.18.10","41","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Government-assisted refugee","Number of property owners","Number","223","units","0","v1340312586","64.3.2.19.11","2175","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Government-assisted refugee","Median of total assessment value","Dollars","81","units","0","v1264861298","64.3.2.19.6","1660000","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Government-assisted refugee","Median family total income","Dollars","81","units","0","v1264874570","64.3.2.19.8","115000","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Government-assisted refugee","Median age of property owners","Years","308","units","0","v1264887842","64.3.2.19.10","55","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Privately sponsored refugee","Number of property owners","Number","223","units","0","v1340312587","64.3.2.20.11","1710","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Privately sponsored refugee","Median of total assessment value","Dollars","81","units","0","v1264861300","64.3.2.20.6","1740000","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Privately sponsored refugee","Median family total income","Dollars","81","units","0","v1264874572","64.3.2.20.8","115000","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Privately sponsored refugee","Median age of property owners","Years","308","units","0","v1264887844","64.3.2.20.10","56","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Protected refugee in Canada","Number of property owners","Number","223","units","0","v1340312588","64.3.2.21.11","895","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Protected refugee in Canada","Median of total assessment value","Dollars","81","units","0","v1264861302","64.3.2.21.6","1840000","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Protected refugee in Canada","Median family total income","Dollars","81","units","0","v1264874574","64.3.2.21.8","100000","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Protected refugee in Canada","Median age of property owners","Years","308","units","0","v1264887846","64.3.2.21.10","52","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Other refugee admission category","Number of property owners","Number","223","units","0","v1340312589","64.3.2.22.11","195","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Other refugee admission category","Median of total assessment value","Dollars","81","units","0","v1264861304","64.3.2.22.6","1770000","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Other refugee admission category","Median family total income","Dollars","81","units","0","v1264874576","64.3.2.22.8","100000","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Other refugee admission category","Median age of property owners","Years","308","units","0","v1264887848","64.3.2.22.10","41","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Other admission category","Number of property owners","Number","223","units","0","v1340312590","64.3.2.23.11","1120","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Other admission category","Median of total assessment value","Dollars","81","units","0","v1264861306","64.3.2.23.6","2190000","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Other admission category","Median family total income","Dollars","81","units","0","v1264874578","64.3.2.23.8","90000","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Other admission category","Median age of property owners","Years","308","units","0","v1264887850","64.3.2.23.10","55","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Immigrant landed in Canada prior to 1980","Number of property owners","Number","223","units","0","v1340312591","64.3.2.24.11","25160","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Immigrant landed in Canada prior to 1980","Median of total assessment value","Dollars","81","units","0","v1264861308","64.3.2.24.6","1840000","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Immigrant landed in Canada prior to 1980","Median family total income","Dollars","81","units","0","v1264874580","64.3.2.24.8","110000","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Immigrant landed in Canada prior to 1980","Median age of property owners","Years","308","units","0","v1264887852","64.3.2.24.10","68","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Unspecified admission category","Number of property owners","Number","223","units","0","v1340312573","64.3.2.25.11","0","","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Unspecified admission category","Median of total assessment value","Dollars","81","units","0","v1264861272","64.3.2.25.6","","..","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Unspecified admission category","Median family total income","Dollars","81","units","0","v1264874544","64.3.2.25.8","","..","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","Unspecified admission category","Median age of property owners","Years","308","units","0","v1264887816","64.3.2.25.10","","..","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","America","Number of property owners","Number","223","units","0","v1340312594","64.3.2.28.11","5260","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","America","Median of total assessment value","Dollars","81","units","0","v1264861314","64.3.2.28.6","1400000","A","","","0"
"2020","British Columbia","2016A000259","Multiple-property owner","Immigrant","America","Median family total income","Dollars","81","units","0","v1264874586","64.3.2.28.8","135000","A","","","0"
