"REF_DATE","GEO","DGUID","Single and multiple mother tongue responses (3)","Age (8D)","Gender (3)","Statistics (3)","Mother tongue (234)","Immigrant status and period of immigration (11)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Total - Mother tongue","2016 to 2021","","0","units","0","","79.1.1.3.1.1.10","10095","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","English","2016 to 2021","","0","units","0","","79.1.1.3.1.3.10","2615","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","French","2016 to 2021","","0","units","0","","79.1.1.3.1.4.10","155","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Oromo","2016 to 2021","","0","units","0","","79.1.1.3.1.19.10","10","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Somali","2016 to 2021","","0","units","0","","79.1.1.3.1.20.10","30","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Amharic","2016 to 2021","","0","units","0","","79.1.1.3.1.23.10","60","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Arabic","2016 to 2021","","0","units","0","","79.1.1.3.1.24.10","2375","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Assyrian Neo-Aramaic","2016 to 2021","","0","units","0","","79.1.1.3.1.26.10","190","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Chaldean Neo-Aramaic","2016 to 2021","","0","units","0","","79.1.1.3.1.27.10","25","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Hebrew","2016 to 2021","","0","units","0","","79.1.1.3.1.30.10","10","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Tigrigna","2016 to 2021","","0","units","0","","79.1.1.3.1.32.10","85","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Khmer (Cambodian)","2016 to 2021","","0","units","0","","79.1.1.3.1.35.10","20","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Vietnamese","2016 to 2021","","0","units","0","","79.1.1.3.1.36.10","90","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Cebuano","2016 to 2021","","0","units","0","","79.1.1.3.1.41.10","30","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Ilocano","2016 to 2021","","0","units","0","","79.1.1.3.1.44.10","20","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Indonesian","2016 to 2021","","0","units","0","","79.1.1.3.1.45.10","30","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Tagalog (Pilipino, Filipino)","2016 to 2021","","0","units","0","","79.1.1.3.1.54.10","270","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Creole, n.o.s.","2016 to 2021","","0","units","0","","79.1.1.3.1.63.10","10","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Malayalam","2016 to 2021","","0","units","0","","79.1.1.3.1.67.10","570","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Tamil","2016 to 2021","","0","units","0","","79.1.1.3.1.68.10","75","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Telugu","2016 to 2021","","0","units","0","","79.1.1.3.1.69.10","50","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Albanian","2016 to 2021","","0","units","0","","79.1.1.3.1.75.10","35","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Baltic languages","2016 to 2021","","0","units","0","","79.1.1.3.1.78.10","10","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Slavic languages","2016 to 2021","","0","units","0","","79.1.1.3.1.81.10","285","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Bulgarian","2016 to 2021","","0","units","0","","79.1.1.3.1.83.10","10","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Polish","2016 to 2021","","0","units","0","","79.1.1.3.1.86.10","30","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Russian","2016 to 2021","","0","units","0","","79.1.1.3.1.87.10","150","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Serbo-Croatian","2016 to 2021","","0","units","0","","79.1.1.3.1.89.10","25","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Serbian","2016 to 2021","","0","units","0","","79.1.1.3.1.92.10","25","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Ukrainian","2016 to 2021","","0","units","0","","79.1.1.3.1.96.10","70","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","German","2016 to 2021","","0","units","0","","79.1.1.3.1.106.10","35","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Afrikaans","2016 to 2021","","0","units","0","","79.1.1.3.1.111.10","20","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Plautdietsch","2016 to 2021","","0","units","0","","79.1.1.3.1.115.10","10","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Bengali","2016 to 2021","","0","units","0","","79.1.1.3.1.127.10","75","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Gujarati","2016 to 2021","","0","units","0","","79.1.1.3.1.128.10","200","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Hindi","2016 to 2021","","0","units","0","","79.1.1.3.1.129.10","305","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Marathi","2016 to 2021","","0","units","0","","79.1.1.3.1.133.10","10","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Nepali","2016 to 2021","","0","units","0","","79.1.1.3.1.134.10","35","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Punjabi (Panjabi)","2016 to 2021","","0","units","0","","79.1.1.3.1.138.10","505","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Sindhi","2016 to 2021","","0","units","0","","79.1.1.3.1.140.10","10","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Sinhala (Sinhalese)","2016 to 2021","","0","units","0","","79.1.1.3.1.141.10","10","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Urdu","2016 to 2021","","0","units","0","","79.1.1.3.1.142.10","275","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Kurdish","2016 to 2021","","0","units","0","","79.1.1.3.1.146.10","310","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Pashto","2016 to 2021","","0","units","0","","79.1.1.3.1.148.10","35","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Dari","2016 to 2021","","0","units","0","","79.1.1.3.1.150.10","55","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Iranian Persian","2016 to 2021","","0","units","0","","79.1.1.3.1.151.10","105","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Persian (Farsi), n.o.s.","2016 to 2021","","0","units","0","","79.1.1.3.1.152.10","25","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Portuguese","2016 to 2021","","0","units","0","","79.1.1.3.1.158.10","185","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Romanian","2016 to 2021","","0","units","0","","79.1.1.3.1.159.10","20","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Spanish","2016 to 2021","","0","units","0","","79.1.1.3.1.160.10","760","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Japanese","2016 to 2021","","0","units","0","","79.1.1.3.1.163.10","20","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Korean","2016 to 2021","","0","units","0","","79.1.1.3.1.164.10","205","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Igbo","2016 to 2021","","0","units","0","","79.1.1.3.1.175.10","30","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Kinyarwanda (Rwanda)","2016 to 2021","","0","units","0","","79.1.1.3.1.176.10","20","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Rundi (Kirundi)","2016 to 2021","","0","units","0","","79.1.1.3.1.182.10","20","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Shona","2016 to 2021","","0","units","0","","79.1.1.3.1.183.10","15","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Swahili","2016 to 2021","","0","units","0","","79.1.1.3.1.186.10","20","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Yoruba","2016 to 2021","","0","units","0","","79.1.1.3.1.189.10","90","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Niger-Congo languages, n.i.e.","2016 to 2021","","0","units","0","","79.1.1.3.1.190.10","30","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Nilo-Saharan languages, n.i.e.","2016 to 2021","","0","units","0","","79.1.1.3.1.194.10","10","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Mandarin","2016 to 2021","","0","units","0","","79.1.1.3.1.203.10","485","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Min Dong","2016 to 2021","","0","units","0","","79.1.1.3.1.204.10","10","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Min Nan (Chaochow, Teochow, Fukien, Taiwanese)","2016 to 2021","","0","units","0","","79.1.1.3.1.205.10","10","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Yue (Cantonese)","2016 to 2021","","0","units","0","","79.1.1.3.1.207.10","75","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Thai","2016 to 2021","","0","units","0","","79.1.1.3.1.221.10","10","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Turkish","2016 to 2021","","0","units","0","","79.1.1.3.1.226.10","65","","","","0"
"2021","London (CMA), Ont.","2021S0503555","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Hungarian","2016 to 2021","","0","units","0","","79.1.1.3.1.233.10","10","","","","0"
"2021","Midland (CA), Ont.","2021S0504571","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Total - Mother tongue","2016 to 2021","","0","units","0","","80.1.1.2.1.1.10","80","","","","0"
"2021","Midland (CA), Ont.","2021S0504571","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","English","2016 to 2021","","0","units","0","","80.1.1.2.1.3.10","15","","","","0"
"2021","Midland (CA), Ont.","2021S0504571","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Arabic","2016 to 2021","","0","units","0","","80.1.1.2.1.24.10","15","","","","0"
"2021","Midland (CA), Ont.","2021S0504571","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Slavic languages","2016 to 2021","","0","units","0","","80.1.1.2.1.81.10","15","","","","0"
"2021","Midland (CA), Ont.","2021S0504571","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Russian","2016 to 2021","","0","units","0","","80.1.1.2.1.87.10","10","","","","0"
"2021","Midland (CA), Ont.","2021S0504571","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Gujarati","2016 to 2021","","0","units","0","","80.1.1.2.1.128.10","10","","","","0"
"2021","Midland (CA), Ont.","2021S0504571","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Total - Mother tongue","2016 to 2021","","0","units","0","","80.1.1.3.1.1.10","105","","","","0"
"2021","Midland (CA), Ont.","2021S0504571","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","English","2016 to 2021","","0","units","0","","80.1.1.3.1.3.10","30","","","","0"
"2021","Midland (CA), Ont.","2021S0504571","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Tagalog (Pilipino, Filipino)","2016 to 2021","","0","units","0","","80.1.1.3.1.54.10","20","","","","0"
"2021","Midland (CA), Ont.","2021S0504571","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Slavic languages","2016 to 2021","","0","units","0","","80.1.1.3.1.81.10","15","","","","0"
"2021","Midland (CA), Ont.","2021S0504571","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Russian","2016 to 2021","","0","units","0","","80.1.1.3.1.87.10","10","","","","0"
"2021","Norfolk (CA), Ont.","2021S0504547","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Total - Mother tongue","2016 to 2021","","0","units","0","","81.1.1.2.1.1.10","270","","","","0"
"2021","Norfolk (CA), Ont.","2021S0504547","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","English","2016 to 2021","","0","units","0","","81.1.1.2.1.3.10","140","","","","0"
"2021","Norfolk (CA), Ont.","2021S0504547","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Bisaya, n.o.s.","2016 to 2021","","0","units","0","","81.1.1.2.1.40.10","10","","","","0"
"2021","Norfolk (CA), Ont.","2021S0504547","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Tagalog (Pilipino, Filipino)","2016 to 2021","","0","units","0","","81.1.1.2.1.54.10","45","","","","0"
"2021","Norfolk (CA), Ont.","2021S0504547","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","German","2016 to 2021","","0","units","0","","81.1.1.2.1.106.10","45","","","","0"
"2021","Norfolk (CA), Ont.","2021S0504547","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Plautdietsch","2016 to 2021","","0","units","0","","81.1.1.2.1.115.10","25","","","","0"
"2021","Norfolk (CA), Ont.","2021S0504547","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Portuguese","2016 to 2021","","0","units","0","","81.1.1.2.1.158.10","10","","","","0"
"2021","Norfolk (CA), Ont.","2021S0504547","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Korean","2016 to 2021","","0","units","0","","81.1.1.2.1.164.10","15","","","","0"
"2021","Norfolk (CA), Ont.","2021S0504547","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Total - Mother tongue","2016 to 2021","","0","units","0","","81.1.1.3.1.1.10","245","","","","0"
"2021","Norfolk (CA), Ont.","2021S0504547","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","English","2016 to 2021","","0","units","0","","81.1.1.3.1.3.10","125","","","","0"
"2021","Norfolk (CA), Ont.","2021S0504547","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Tagalog (Pilipino, Filipino)","2016 to 2021","","0","units","0","","81.1.1.3.1.54.10","30","","","","0"
"2021","Norfolk (CA), Ont.","2021S0504547","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","German","2016 to 2021","","0","units","0","","81.1.1.3.1.106.10","45","","","","0"
"2021","Norfolk (CA), Ont.","2021S0504547","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Low Saxon","2016 to 2021","","0","units","0","","81.1.1.3.1.114.10","10","","","","0"
"2021","Norfolk (CA), Ont.","2021S0504547","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Plautdietsch","2016 to 2021","","0","units","0","","81.1.1.3.1.115.10","20","","","","0"
"2021","North Bay (CA), Ont.","2021S0504575","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Total - Mother tongue","2016 to 2021","","0","units","0","","82.1.1.2.1.1.10","145","","","","0"
"2021","North Bay (CA), Ont.","2021S0504575","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","English","2016 to 2021","","0","units","0","","82.1.1.2.1.3.10","70","","","","0"
"2021","North Bay (CA), Ont.","2021S0504575","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Afrikaans","2016 to 2021","","0","units","0","","82.1.1.2.1.111.10","10","","","","0"
"2021","North Bay (CA), Ont.","2021S0504575","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Spanish","2016 to 2021","","0","units","0","","82.1.1.2.1.160.10","20","","","","0"
"2021","North Bay (CA), Ont.","2021S0504575","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Total - Mother tongue","2016 to 2021","","0","units","0","","82.1.1.3.1.1.10","170","","","","0"
"2021","North Bay (CA), Ont.","2021S0504575","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","English","2016 to 2021","","0","units","0","","82.1.1.3.1.3.10","65","","","","0"
"2021","North Bay (CA), Ont.","2021S0504575","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Arabic","2016 to 2021","","0","units","0","","82.1.1.3.1.24.10","10","","","","0"
"2021","North Bay (CA), Ont.","2021S0504575","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Slavic languages","2016 to 2021","","0","units","0","","82.1.1.3.1.81.10","10","","","","0"
"2021","North Bay (CA), Ont.","2021S0504575","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Russian","2016 to 2021","","0","units","0","","82.1.1.3.1.87.10","10","","","","0"
"2021","North Bay (CA), Ont.","2021S0504575","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Afrikaans","2016 to 2021","","0","units","0","","82.1.1.3.1.111.10","25","","","","0"
"2021","North Bay (CA), Ont.","2021S0504575","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Spanish","2016 to 2021","","0","units","0","","82.1.1.3.1.160.10","15","","","","0"
"2021","Orillia (CA), Ont.","2021S0504569","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Total - Mother tongue","2016 to 2021","","0","units","0","","83.1.1.2.1.1.10","140","","","","0"
"2021","Orillia (CA), Ont.","2021S0504569","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","English","2016 to 2021","","0","units","0","","83.1.1.2.1.3.10","55","","","","0"
"2021","Orillia (CA), Ont.","2021S0504569","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Arabic","2016 to 2021","","0","units","0","","83.1.1.2.1.24.10","20","","","","0"
"2021","Orillia (CA), Ont.","2021S0504569","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Tagalog (Pilipino, Filipino)","2016 to 2021","","0","units","0","","83.1.1.2.1.54.10","20","","","","0"
"2021","Orillia (CA), Ont.","2021S0504569","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Gujarati","2016 to 2021","","0","units","0","","83.1.1.2.1.128.10","15","","","","0"
"2021","Orillia (CA), Ont.","2021S0504569","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Portuguese","2016 to 2021","","0","units","0","","83.1.1.2.1.158.10","10","","","","0"
"2021","Orillia (CA), Ont.","2021S0504569","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Spanish","2016 to 2021","","0","units","0","","83.1.1.2.1.160.10","15","","","","0"
"2021","Orillia (CA), Ont.","2021S0504569","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Korean","2016 to 2021","","0","units","0","","83.1.1.2.1.164.10","10","","","","0"
"2021","Orillia (CA), Ont.","2021S0504569","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Total - Mother tongue","2016 to 2021","","0","units","0","","83.1.1.3.1.1.10","140","","","","0"
"2021","Orillia (CA), Ont.","2021S0504569","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","English","2016 to 2021","","0","units","0","","83.1.1.3.1.3.10","50","","","","0"
"2021","Orillia (CA), Ont.","2021S0504569","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Arabic","2016 to 2021","","0","units","0","","83.1.1.3.1.24.10","10","","","","0"
"2021","Orillia (CA), Ont.","2021S0504569","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Vietnamese","2016 to 2021","","0","units","0","","83.1.1.3.1.36.10","10","","","","0"
"2021","Orillia (CA), Ont.","2021S0504569","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Tagalog (Pilipino, Filipino)","2016 to 2021","","0","units","0","","83.1.1.3.1.54.10","25","","","","0"
"2021","Orillia (CA), Ont.","2021S0504569","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Gujarati","2016 to 2021","","0","units","0","","83.1.1.3.1.128.10","20","","","","0"
"2021","Orillia (CA), Ont.","2021S0504569","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Punjabi (Panjabi)","2016 to 2021","","0","units","0","","83.1.1.3.1.138.10","10","","","","0"
"2021","Orillia (CA), Ont.","2021S0504569","Total - Single and multiple mother tongue responses","Total - Age","Women+","Count","Korean","2016 to 2021","","0","units","0","","83.1.1.3.1.164.10","10","","","","0"
"2021","Oshawa (CMA), Ont.","2021S0503532","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Total - Mother tongue","2016 to 2021","","0","units","0","","84.1.1.2.1.1.10","5455","","","","0"
"2021","Oshawa (CMA), Ont.","2021S0503532","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","English","2016 to 2021","","0","units","0","","84.1.1.2.1.3.10","2170","","","","0"
"2021","Oshawa (CMA), Ont.","2021S0503532","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","French","2016 to 2021","","0","units","0","","84.1.1.2.1.4.10","95","","","","0"
"2021","Oshawa (CMA), Ont.","2021S0503532","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Arabic","2016 to 2021","","0","units","0","","84.1.1.2.1.24.10","230","","","","0"
"2021","Oshawa (CMA), Ont.","2021S0503532","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Vietnamese","2016 to 2021","","0","units","0","","84.1.1.2.1.36.10","10","","","","0"
"2021","Oshawa (CMA), Ont.","2021S0503532","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Ilocano","2016 to 2021","","0","units","0","","84.1.1.2.1.44.10","10","","","","0"
"2021","Oshawa (CMA), Ont.","2021S0503532","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Tagalog (Pilipino, Filipino)","2016 to 2021","","0","units","0","","84.1.1.2.1.54.10","225","","","","0"
"2021","Oshawa (CMA), Ont.","2021S0503532","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Haitian Creole","2016 to 2021","","0","units","0","","84.1.1.2.1.58.10","10","","","","0"
"2021","Oshawa (CMA), Ont.","2021S0503532","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Jamaican English Creole","2016 to 2021","","0","units","0","","84.1.1.2.1.59.10","10","","","","0"
"2021","Oshawa (CMA), Ont.","2021S0503532","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Creole, n.o.s.","2016 to 2021","","0","units","0","","84.1.1.2.1.63.10","10","","","","0"
"2021","Oshawa (CMA), Ont.","2021S0503532","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Kannada","2016 to 2021","","0","units","0","","84.1.1.2.1.66.10","50","","","","0"
"2021","Oshawa (CMA), Ont.","2021S0503532","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Malayalam","2016 to 2021","","0","units","0","","84.1.1.2.1.67.10","245","","","","0"
"2021","Oshawa (CMA), Ont.","2021S0503532","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Tamil","2016 to 2021","","0","units","0","","84.1.1.2.1.68.10","265","","","","0"
"2021","Oshawa (CMA), Ont.","2021S0503532","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Telugu","2016 to 2021","","0","units","0","","84.1.1.2.1.69.10","270","","","","0"
"2021","Oshawa (CMA), Ont.","2021S0503532","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Slavic languages","2016 to 2021","","0","units","0","","84.1.1.2.1.81.10","80","","","","0"
"2021","Oshawa (CMA), Ont.","2021S0503532","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Macedonian","2016 to 2021","","0","units","0","","84.1.1.2.1.85.10","15","","","","0"
"2021","Oshawa (CMA), Ont.","2021S0503532","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Polish","2016 to 2021","","0","units","0","","84.1.1.2.1.86.10","20","","","","0"
"2021","Oshawa (CMA), Ont.","2021S0503532","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Russian","2016 to 2021","","0","units","0","","84.1.1.2.1.87.10","30","","","","0"
"2021","Oshawa (CMA), Ont.","2021S0503532","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Ukrainian","2016 to 2021","","0","units","0","","84.1.1.2.1.96.10","10","","","","0"
"2021","Oshawa (CMA), Ont.","2021S0503532","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Dutch","2016 to 2021","","0","units","0","","84.1.1.2.1.112.10","15","","","","0"
"2021","Oshawa (CMA), Ont.","2021S0503532","Total - Single and multiple mother tongue responses","Total - Age","Men+","Count","Greek","2016 to 2021","","0","units","0","","84.1.1.2.1.123.10","25","","","","0"
